Time,Pm25,Pm100,Temp,Gas,Humidity,Pressure,Altitude
1707960240.4586785,1,3,22.720625,432815,41.10608822706387,1009.8848960807416,28.054536357776925
1707960241.4728885,1,3,22.7096875,431430,41.08663992875843,1009.8809895635836,28.087148559937653
1707960242.4861336,1,3,22.661640625,436457,41.014500760697985,1009.8793864753642,28.100531414907547
1707960243.4993906,1,3,22.5919140625,431155,40.958326318642705,1009.8790560806796,28.103289608447938
1707960244.5126743,1,2,22.5348828125,431430,40.89138655585856,1009.871452616537,28.166764880223855
1707960245.526117,1,2,22.47921875,430604,40.867181629742184,1009.871351707389,28.16760729300572
1707960246.5393455,1,2,22.4575390625,430604,40.87701736018906,1009.8726214092075,28.157007535099567
1707960247.5527053,1,1,22.4079296875,432815,40.9020999019263,1009.8701546336274,28.17760074534905
1707960248.567373,1,1,22.364375,432537,40.9339137504271,1009.8635757622704,28.232522876686662
1707960249.5821319,1,1,22.3524609375,435611,41.02995201278982,1009.8615622067013,28.249332620844932
1707960250.595312,1,1,22.3596875,435611,41.15245554549321,1009.8664112124045,28.208851765045186
1707960251.6086035,1,1,22.3383984375,429233,41.2719785603099,1009.8647987905067,28.22231269654902
1707960252.621873,1,1,22.2958203125,433929,41.3161346051003,1009.8598121508277,28.26394261539145
1707960253.6349819,1,1,22.2315625,433093,41.333579427635506,1009.863089484263,28.236582463622895
1707960254.6477907,1,1,22.16203125,437022,41.31998833323578,1009.8664595108914,28.208448556558473
1707960255.6606266,1,1,22.0852734375,437306,41.305626632984314,1009.8631961080388,28.235692337923396
1707960256.6742635,1,1,22.00265625,441024,41.31500848017715,1009.8748492973208,28.138408647397927
1707960257.6879833,1,1,21.9149609375,444220,41.317756638372764,1009.8851408578831,28.052492924197704
1707960258.7020028,1,1,21.830390625,445099,41.351300926134435,1009.8812307392021,28.085135186059865
1707960259.7147346,1,1,21.7548046875,443635,41.42237314353686,1009.8762713781963,28.126536828682347
1707960260.7280023,1,1,21.6844921875,444806,41.494033708144606,1009.8817136069005,28.081104127980193
1707960261.7418056,1,1,21.652265625,440448,41.61861434203504,1009.8848580453678,28.054853882398486
1707960262.7550871,1,1,21.6425,441891,41.812875300144206,1009.8810787564693,28.086403962958606
1707960263.7680352,1,1,21.6083203125,443052,41.980254337052585,1009.8792508489865,28.10166364791905
1707960264.780975,1,1,21.5778515625,443635,42.09313031066959,1009.8835208934602,28.066016619682067
1707960265.794111,0,1,21.585078125,443344,42.222429990405146,1009.883126969639,28.069305154929978
1707960266.8083215,0,1,21.6055859375,439300,42.365541915943126,1009.8765082530117,28.124559351137243
